//Generated by Sequoia v.0.1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
C14,CleanSystem,ExecuteScript,TRUE,,10,,./,Purge.sh,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
293,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_REC_CAPTURE
4R7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ENT_COMP
QSL,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_REMIND_SECU
G7P,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_ISS_PAY_RECEIPT_SECU
NA7,ResetTimeSchedules,ExecuteScript,TRUE,,10,,./,turn_off.sh,TS_INV_PAY_DIST_SECU

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Instr
Static,InitStatic,SetStatic,TRUE,,0,,INSTR_015

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#SecurityAccountID,#InstrumentID,#BalanceType,#BalanceSubType,#Balance,#ValuationPrice,#Category,#Currency,#Reference
CRT_SEC_1,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,1
CRT_SEC_2,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,2
CRT_SEC_3,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,3
CRT_SEC_4,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,4
CRT_SEC_5,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,5
CRT_SEC_6,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,6
CRT_SEC_7,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,7
CRT_SEC_8,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,8
CRT_SEC_9,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,9
CRT_SEC_10,CreateSecurityBalances,AddSecurityPosition,TRUE,,100,,@{securityAccountId('555000017401')},@{instrumentId(Static.Instr)},0,,4000,,,,10

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#SubMsgType,#OptionUniqueReference,#OverSubscriptionAllowed,#CashPaymentDate,#DefaultIndicator,#CAOptionType,#CurrencyPaymentDate,#SecuritiesPaymentDate,#RecordStatus,#AnnouncedCurrency,#AnnouncedPaymentRate,#CABlockBalanceType,#CACashValueIncreaseType,#CAClaimSettlementType,#CACurrency,#CAPaymentTimeSchGroup,#CashPaymentStatus,#CashValueIncrease,#ConditionalIndicator,#ExchangeRate,#IssuerCashPymntReceiveDate,#IssuerCashPymntRemindDate,#IssuerSecuPymntReceiveDate,#IssuerSecuPymntRemindDate,#ObligationSettleDateOffset,#PaymentObligationCurrency,#PaymentObligationGeneration,#PaymentObligationRate,#SecuritiesPaymentStatus,#SizeAdjCashInLieuRate,#SizeAdjFractionHandling,#SizeAdjustment,#SizeAdjustmentFactorTerm1,#SizeAdjustmentFactorTerm2,#SizeRoundingPolicy,#SizeRoundingPrecision,#ThresholdToDistribute,#ValueAdjustment,#ValueAdjustmentCurrency,#ValueRoundingPolicy,#PriceperUnit,#CAOptionCode,#SizeAdjCashInLieuRateCurrency
CA_Option_1,Create_CADiaryEntry,AddRepeatingGroup,TRUE,,100,Bonus Issue Creation,Option,,0,"@{format(time(0),'yyyy/MM/dd')}",1,9,,"@{format(time(0),'yyyy/MM/dd')}",,,1,0,,,SGD,DEF_CA_PAY_TS_GROUP,0,,,,"@{format(time(0),'yyyy/MM/dd')}",,"@{format(time(0),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,0,,0,0.75,1,1,5,1,1,4,,0,,1,,"1@{trimleft(Static.Instr.substring(5),5)}",SGD

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Symbol,#CashAccountID,#DiaryEntryID,#CAStatus,#ExDate,#AnnouncementDate,#RecordDate,#SecuritiesAccountID,#ReminderDate,#CalculationDate,#ElectionEndDate,#ElectionStartDate,#CorporateActionReference,#AlternateCAReference,#BalanceCaptureDate,#ExcessAllotmentProcessDate,#CAAllotmentMethod,#CADisseminationType,#CAElectionStatus,#AlternativeIssuerID,#IssuerDepositFlow,#IssuerWithdrawalFlow,#Narration,#CAMandatroyIndicator,#CAType,#CreatedDateTime,#LastUpdatedDateTime,#CAEventTimeSCHGroup,#SettlementInstructionsAdj,#RightsTradingEndDate,#EntitlementConfirmation,#ForeignIssuerCshReceiptAcc,#ForeignRightsCshReceiptAcc,#DependentDiaryEntry,#UseOfDependentCaEvent,#RecDateHoldingValidation,#EntitledBalanceAdjustment,#PartialOfferRatioTerm1,#PartialOfferRatioTerm2,#WithholdingTaxRate,#HandlingFee,#TaxOnHandlingFee,#FreezeTransactionAdjType,#HypothecationTransAdjType,#ReversibleTransferAdjType,#HoldReversibleTransClaimSI,#AdjFactorComputationMethod,#ComputedPriceAdjCurrency,#ComputedPriceAdjFactor,#ComputedQuantityAdjFactor,#ManualPriceAdjCurrency,#ManualPriceAdjFactor,#ManualQuantityAdjFactor,#CorporateActionDescription,#CADividendType,#RightsTradingStartDate,#CASource,#PaymentCompletionDateTime,#WithdrawnDateTime,#AlternativeCAReference,#CAInvestorRestrictions,#RepeatingGroups
CA_DIARY_ENTRY_1,Create_CADiaryEntry,CreateCADiaryEntry,TRUE,,100,Bonus Issue Creation,@{instrumentId(Static.Instr)},301-CASH,,New,,"@{format(time(-6),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,"@{format(time(0),'yyyy/MM/dd')}",,,"@{trimleft(Static.Instr.substring(5),5)}","@{trimleft(Static.Instr.substring(5),5)}",,,0,3,,,,,New Entry,1,1,,,DEF_CA_TS_GROUP,,,0,,,,0,1,,,,,,,1,1,,,,,,,,,,BONU-Bonus Issue,,,,,,,,CA_Option_1

#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Symbol,#CashAccountID,#DiaryEntryId,#CAStatus,#ExDate,#AnnouncementDate,#RecordDate,#SecuritiesAccountID,#ReminderDate,#CalculationDate,#ElectionEndDate,#ElectionStartDate,#CorporateActionReference,#AlternateCAReference,#BalanceCaptureDate,#ExcessAllotmentProcessDate,#CAAllotmentMethod,#CADisseminationType,#CAElectionStatus,#AlternativeIssuerID,#IssuerDepositFlow,#IssuerWithdrawalFlow,#Narration,#CAMandatoryIndicator,#CAType,#CreatedDateTime,#LastUpdatedDateTime,#CAEventTimeSCHGroup,#SettlementInstructionsAdj,#RightsTradingEndDate,#EntitlementConfirmation,#ForeignIssuerCshReceiptAcc,#ForeignRightsCshReceiptAcc,#DependentDiaryEntry,#UseOfDependentCaEvent,#RecDateHoldingValidation,#EntitledBalanceAdjustment,#PartialOfferRatioTerm1,#PartialOfferRatioTerm2,#WithholdingTaxRate,#HandlingFee,#TaxOnHandlingFee,#FreezeTransactionAdjType,#HypothecationTransAdjType,#ReversibleTransferAdjType,#HoldReversibleTransClaimSI,#AdjFactorComputationMethod,#ComputedPriceAdjCurrency,#ComputedPriceAdjFactor,#ComputedQuantityAdjFactor,#ManualPriceAdjCurrency,#ManualPriceAdjFactor,#ManualQuantityAdjFactor,#CorporateActionDescription,#CADividendType,#RightsTradingStartDate,#CASource,#PaymentCompletionDateTime,#WithdrawnDateTime,#AlternativeCAReference,#CAInvestorRestrictions,#ExternalRequestID,#ReferenceUUID,#NoData
VRFY_CA_DIARY_ENTRY_1,VerifyCADiaryEntry,VerifyCADiaryEntry,TRUE,,100,Bonus Issue Creation,@{instrumentId(Static.Instr)},301-CASH,,New,,"@{format(time(-6),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,"@{format(time(0),'yyyy/MM/dd')}",,,@{CA_DIARY_ENTRY_1.CorporateActionReference},@{CA_DIARY_ENTRY_1.AlternateCAReference},,,,Processing Only,,,,,New Entry,Mandatory,BONU-Bonus Issue,,,DEF_CA_TS_GROUP,,,Disabled,,,,None,Validate Quantity,,,,,,,Adjust Transaction,Adjust Transaction,,,,,,,,,,BONU-Bonus Issue,,,,,,,,,,

#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ReferenceUUID,#OptionUniqueReference,#OverSubscriptionAllowed,#CashPaymentDate,#DefaultIndicator,#CAOptionType,#CurrencyPaymentDate,#SecuritiesPaymentDate,#RecordStatus,#AnnouncedCurrency,#AnnouncedPaymentRate,#CABlockBalanceType,#CACashValueIncreaseType,#CAClaimSettlementType,#CACurrency,#CAPaymentTimeSchGroup,#CashPaymentStatus,#CashValueIncrease,#ConditionalIndicator,#ExchangeRate,#IssuerCashPymntReceiveDate,#IssuerCashPymntRemindDate,#IssuerSecuPymntReceiveDate,#IssuerSecuPymntRemindDate,#ObligationSettleDateOffset,#PaymentObligationCurrency,#PaymentObligationGeneration,#PaymentObligationRate,#SecuritiesPaymentStatus,#SizeAdjCashInLieuRate,#SizeAdjFractionHandling,#SizeAdjustment,#SizeAdjustmentFactorTerm1,#SizeAdjustmentFactorTerm2,#SizeRoundingPolicy,#SizeRoundingPrecision,#ThresholdToDistribute,#ValueAdjustment,#ValueAdjustmentCurrency,#ValueRoundingPolicy,#PriceperUnit,#CAOptionCode
VRFY_CA_OPTION_1,VerifyCAOption,VerifyCAOption,TRUE,,100,Bonus Issue Creation,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.OptionUniqueReference},No,,,9,,"@{format(time(0),'yyyy/MM/dd')}",,,1,0,,,SGD,DEF_CA_PAY_TS_GROUP,,,,,,,"@{format(time(0),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,,,0,0.75,1,1,5,1,1,4,,0,,1,,@{CA_Option_1.CAOptionCode}

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
X44,RC_Trigger,ExecuteScript,TRUE,,10,,./,turn_on.sh,TS_REC_CAPTURE

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy
70T,VerificationRC,VerifyTimeScheduleInfo,TRUE,,30000,,TS_REC_CAPTURE,TRUE,,,Completed,,,System

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
LH2,EC_Trigger,ExecuteScript,TRUE,,10,,./,turn_on.sh,TS_ENT_COMP

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy
C7H,VerificationEC,VerifyTimeScheduleInfo,TRUE,,30000,,TS_ENT_COMP,TRUE,,,Completed,,,System

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#EntitlementID,#DiaryEntryID,#CAOptionCode,#SecuritiesAccountID,#BalanceType,#BalanceSubtype,#BalanceCategory,#CurrencyCode,#InstrumentID,#EligibleQuantity,#EntitledQuantity,#Quantity,#Fraction,#Value,#Tax,#HandlingFee,#HandlingFee GST,#EntitlementCurrency,#IntendedPaymentDate,#CompletedDate,#EntitlementStatus,#EntitlementDistribution,#CreatedDateTime,#LastUpdateDateTime,#IsAggregated,#Latest
VENT0_1,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_1.SecurityAccountID},0,,,SGD,@{CRT_SEC_1.InstrumentID},@{CRT_SEC_1.Balance},@{CRT_SEC_1.Balance},,,,,,,,,,0,0,,,0,1
VENT0_2,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_2.SecurityAccountID},0,,,SGD,@{CRT_SEC_2.InstrumentID},@{CRT_SEC_2.Balance},@{CRT_SEC_2.Balance},,,,,,,,,,0,0,,,0,1
VENT0_3,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_3.SecurityAccountID},0,,,SGD,@{CRT_SEC_3.InstrumentID},@{CRT_SEC_3.Balance},@{CRT_SEC_3.Balance},,,,,,,,,,0,0,,,0,1
VENT0_4,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_4.SecurityAccountID},0,,,SGD,@{CRT_SEC_4.InstrumentID},@{CRT_SEC_4.Balance},@{CRT_SEC_4.Balance},,,,,,,,,,0,0,,,0,1
VENT0_5,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_5.SecurityAccountID},0,,,SGD,@{CRT_SEC_5.InstrumentID},@{CRT_SEC_5.Balance},@{CRT_SEC_5.Balance},,,,,,,,,,0,0,,,0,1
VENT0_6,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_6.SecurityAccountID},0,,,SGD,@{CRT_SEC_6.InstrumentID},@{CRT_SEC_6.Balance},@{CRT_SEC_6.Balance},,,,,,,,,,0,0,,,0,1
VENT0_7,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_7.SecurityAccountID},0,,,SGD,@{CRT_SEC_7.InstrumentID},@{CRT_SEC_7.Balance},@{CRT_SEC_7.Balance},,,,,,,,,,0,0,,,0,1
VENT0_8,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_8.SecurityAccountID},0,,,SGD,@{CRT_SEC_8.InstrumentID},@{CRT_SEC_8.Balance},@{CRT_SEC_8.Balance},,,,,,,,,,0,0,,,0,1
VENT0_9,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_9.SecurityAccountID},0,,,SGD,@{CRT_SEC_9.InstrumentID},@{CRT_SEC_9.Balance},@{CRT_SEC_9.Balance},,,,,,,,,,0,0,,,0,1
VENT0_10,VerifyCAEntitlements,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_10.SecurityAccountID},0,,,SGD,@{CRT_SEC_10.InstrumentID},@{CRT_SEC_10.Balance},@{CRT_SEC_10.Balance},,,,,,,,,,0,0,,,0,1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#SecurityAccountID,#InstrumentID,#BalanceType,#BalanceSubType,#Balance,#ValuationPrice,#Category,#Currency,#Reference
CRT_SECU_BALANCE_1,AddSecurityBalance,AddSecurityPosition,TRUE,,100,,999000007876,@{instrumentId(Static.Instr)},0,,100000,,,,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
JQG,REMIND_Trigger,ExecuteScript,TRUE,,10,,./,turn_on.sh,TS_ISS_PAY_REMIND_SECU

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy
K00,VerificationREMIND,VerifyTimeScheduleInfo,TRUE,,30000,,TS_ISS_PAY_REMIND_SECU,TRUE,,,Completed,,,System

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#EntitlementID,#DiaryEntryID,#CAOptionCode,#SecuritiesAccountID,#BalanceType,#BalanceSubtype,#BalanceCategory,#CurrencyCode,#InstrumentID,#EligibleQuantity,#EntitledQuantity,#Quantity,#Fraction,#Value,#Tax,#HandlingFee,#HandlingFee GST,#EntitlementCurrency,#IntendedPaymentDate,#CompletedDate,#EntitlementStatus,#EntitlementDistribution,#CreatedDateTime,#LastUpdateDateTime,#IsAggregated,#Latest
VENT0_1,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_1.SecurityAccountID},0,,,SGD,@{CRT_SEC_1.InstrumentID},@{CRT_SEC_1.Balance},@{CRT_SEC_1.Balance},,,,,,,,,,0,0,,,0,1
VENT0_2,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_2.SecurityAccountID},0,,,SGD,@{CRT_SEC_2.InstrumentID},@{CRT_SEC_2.Balance},@{CRT_SEC_2.Balance},,,,,,,,,,0,0,,,0,1
VENT0_3,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_3.SecurityAccountID},0,,,SGD,@{CRT_SEC_3.InstrumentID},@{CRT_SEC_3.Balance},@{CRT_SEC_3.Balance},,,,,,,,,,0,0,,,0,1
VENT0_4,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_4.SecurityAccountID},0,,,SGD,@{CRT_SEC_4.InstrumentID},@{CRT_SEC_4.Balance},@{CRT_SEC_4.Balance},,,,,,,,,,0,0,,,0,1
VENT0_5,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_5.SecurityAccountID},0,,,SGD,@{CRT_SEC_5.InstrumentID},@{CRT_SEC_5.Balance},@{CRT_SEC_5.Balance},,,,,,,,,,0,0,,,0,1
VENT0_6,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_6.SecurityAccountID},0,,,SGD,@{CRT_SEC_6.InstrumentID},@{CRT_SEC_6.Balance},@{CRT_SEC_6.Balance},,,,,,,,,,0,0,,,0,1
VENT0_7,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_7.SecurityAccountID},0,,,SGD,@{CRT_SEC_7.InstrumentID},@{CRT_SEC_7.Balance},@{CRT_SEC_7.Balance},,,,,,,,,,0,0,,,0,1
VENT0_8,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_8.SecurityAccountID},0,,,SGD,@{CRT_SEC_8.InstrumentID},@{CRT_SEC_8.Balance},@{CRT_SEC_8.Balance},,,,,,,,,,0,0,,,0,1
VENT0_9,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_9.SecurityAccountID},0,,,SGD,@{CRT_SEC_9.InstrumentID},@{CRT_SEC_9.Balance},@{CRT_SEC_9.Balance},,,,,,,,,,0,0,,,0,1
VENT0_10,VerifyCAEntitlementsAfterREMIND,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_10.SecurityAccountID},0,,,SGD,@{CRT_SEC_10.InstrumentID},@{CRT_SEC_10.Balance},@{CRT_SEC_10.Balance},,,,,,,,,,0,0,,,0,1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
IPB,PAY_REC_Trigger,ExecuteScript,TRUE,,10,,./,turn_on.sh,TS_ISS_PAY_RECEIPT_SECU

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy
SFB,VerificationPAY_REC,VerifyTimeScheduleInfo,TRUE,,30000,,TS_ISS_PAY_RECEIPT_SECU,TRUE,,,Completed,,,System

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#EntitlementID,#DiaryEntryID,#CAOptionCode,#SecuritiesAccountID,#BalanceType,#BalanceSubtype,#BalanceCategory,#CurrencyCode,#InstrumentID,#EligibleQuantity,#EntitledQuantity,#Quantity,#Fraction,#Value,#Tax,#HandlingFee,#HandlingFee GST,#EntitlementCurrency,#IntendedPaymentDate,#CompletedDate,#EntitlementStatus,#EntitlementDistribution,#CreatedDateTime,#LastUpdateDateTime,#IsAggregated,#Latest
VENT0_1,VerifyCAEntitlementsAfterPAY_REC,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_1.SecurityAccountID},0,,,SGD,@{CRT_SEC_1.InstrumentID},@{CRT_SEC_1.Balance},@{CRT_SEC_1.Balance},,,,,,,,,,Pending Settlement,0,,,0,1
VENT0_2,VerifyCAEntitlementsAfterPAY_REC,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_2.SecurityAccountID},0,,,SGD,@{CRT_SEC_2.InstrumentID},@{CRT_SEC_2.Balance},@{CRT_SEC_2.Balance},,,,,,,,,,Pending Settlement,0,,,0,1
VENT0_3,VerifyCAEntitlementsAfterPAY_REC,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_3.SecurityAccountID},0,,,SGD,@{CRT_SEC_3.InstrumentID},@{CRT_SEC_3.Balance},@{CRT_SEC_3.Balance},,,,,,,,,,Pending Settlement,0,,,0,1
VENT0_4,VerifyCAEntitlementsAfterPAY_REC,VerifyCAEntitlements,TRUE,,0,,,@{VRFY_CA_DIARY_ENTRY_1.DiaryEntryId},@{CA_Option_1.CAOptionCode},@{CRT_SEC_4.SecurityAccountID},0,,,SGD,@{CRT_SEC_4.InstrumentID},@{CRT_SEC_4.Balance},@{CRT_SEC_4.Balance},,,,,,,,,,Pending Settlement,0,,,0,1
