//Generated by Sequoia v.0.1

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters
C14,CleanSystem,ExecuteScript,TRUE,,Purge.sh,,./,CleanSystem,

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#Prefix,#ISIN,#SettlCycle
Static,Static,SetStatic,TRUE,,0,,@{gen('ggg')},1000000,-3

#id,#GlobalStep,#Action,#Execute,#TestCase,#Timeout,#Comment,#MsgType,#CentralModule,#ServerType,#TransactionNbr,#Items,#NamedStruct1,#StructSize1,#TrCode_CountryId,#TrCode_CustomerId,#TrCode_UserId,#Series_Country,#Series_Market,#Series_InstrumentGroup,#Series_Modifier,#Series_Commodity,#Series_ExpirationDate,#Series_StrikePlace,#OrderNumber,#SequenceNumber,#TradeNumber,#DealPrice,#TradeQuantity,#Account_CountryId,#Account_ExCustomer,#Account_AccountId,#Account_Filler3,#CustomerInfo,#BoughtOrSold,#DealSource,#OpenCloseReq,#TradeType,#UserCode_CountryId,#UserCode_CustomerId,#UserCode_UserId,#TradeState,#DealNumber,#ExchInfo_TraderId,#ExchInfo_CPTraderId,#ExchInfo_AmalgCode,#ExchInfo_SettCurrency,#ExchInfo_CPFFlag,#ExchInfo_CustomerInfo,#ClearingDate,#ExecTS_tv_sec,#ExecTS_tv_nsec,#Instance,#Party_CountryId,#Party_ExCustomer,#Party_Filler1,#TradeRepCode,#NamedStruct2,#StructSize2,#SGETradeNumber,#NamedStruct3,#StructSize3,#CorrYieldPrice,#AccruedInterest,#Consideration
S_DBuy_1,SendDeal,SendBroadcast,TRUE,,300,,CB15,C,B,15,3,BaseAPI,284,ST,03XXX,TRCU1,SGX,Ready,Cash,0,2,0,0,1;1;1;1,2,@{Static.Prefix}0001,76,3,ST,27XXX,1110001,,Buy1,Buy,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0001,EXINF,CP1,0,SGD,Non-CPF,Buy_@{Static.Prefix}0001,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0001,FixedIncomeAPI,20,0,0,0
S_DSell_1,SendDeal,SendBroadcast,TRUE,,300,,CB15,C,B,15,3,BaseAPI,284,ST,05XXX,TRCU1,SGX,Ready,Cash,0,2,0,0,1;1;1;1,2,@{Static.Prefix}0001,76,3,ST,27XXX,1110001,,Sell1,Sell,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0001,EXINF,CP1,0,SGD,Non-CPF,Sell_@{Static.Prefix}0001,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0001,FixedIncomeAPI,20,0,0,0
S_DBuy_2,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,03XXX,TRCU1,SGX,Ready,Cash,0,3,0,0,1;1;1;2,2,@{Static.Prefix}0002,29,32,ST,27XXX,1110001,,Buy2,Buy,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0002,EXINF,CP1,0,SGD,Non-CPF,Buy_@{Static.Prefix}0002,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0002,FixedIncomeAPI,20,0,0,0
S_DSell_2,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,05XXX,TRCU1,SGX,Ready,Cash,0,3,0,0,1;1;1;2,2,@{Static.Prefix}0002,29,32,ST,27XXX,1110001,,Sell2,Sell,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0002,EXINF,CP1,0,SGD,Non-CPF,Sell_@{Static.Prefix}0002,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0002,FixedIncomeAPI,20,0,0,0
S_DBuy_3,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,03XXX,TRCU1,SGX,Ready,Cash,0,4,0,0,1;1;1;3,2,@{Static.Prefix}0003,65,20,ST,27XXX,1110001,,Buy3,Buy,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0003,EXINF,CP1,0,SGD,Non-CPF,Buy_@{Static.Prefix}0003,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0003,FixedIncomeAPI,20,0,0,0
S_DSell_3,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,05XXX,TRCU1,SGX,Ready,Cash,0,4,0,0,1;1;1;3,2,@{Static.Prefix}0003,65,20,ST,27XXX,1110001,,Sell3,Sell,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0003,EXINF,CP1,0,SGD,Non-CPF,Sell_@{Static.Prefix}0003,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0003,FixedIncomeAPI,20,0,0,0
S_DBuy_4,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,03XXX,TRCU1,SGX,Ready,Cash,0,5,0,0,1;1;1;4,2,@{Static.Prefix}0004,86,13,ST,27XXX,1110001,,Buy4,Buy,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0004,EXINF,CP1,0,SGD,Non-CPF,Buy_@{Static.Prefix}0004,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0004,FixedIncomeAPI,20,0,0,0
S_DSell_4,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,05XXX,TRCU1,SGX,Ready,Cash,0,5,0,0,1;1;1;4,2,@{Static.Prefix}0004,86,13,ST,27XXX,1110001,,Sell4,Sell,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0004,EXINF,CP1,0,SGD,Non-CPF,Sell_@{Static.Prefix}0004,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0004,FixedIncomeAPI,20,0,0,0
S_DBuy_5,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,03XXX,TRCU1,SGX,Ready,Cash,0,6,0,0,1;1;1;5,2,@{Static.Prefix}0005,7,36,ST,27XXX,1110001,,Buy5,Buy,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0005,EXINF,CP1,0,SGD,Non-CPF,Buy_@{Static.Prefix}0005,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0005,FixedIncomeAPI,20,0,0,0
S_DSell_5,SendDeal,SendBroadcast,TRUE,,100,,CB15,C,B,15,3,BaseAPI,284,ST,05XXX,TRCU1,SGX,Ready,Cash,0,6,0,0,1;1;1;5,2,@{Static.Prefix}0005,7,36,ST,27XXX,1110001,,Sell5,Sell,Auto,No Contra,New,ST,ERXXX,USX21,Active,@{Static.Prefix}0005,EXINF,CP1,0,SGD,Non-CPF,Sell_@{Static.Prefix}0005,"@{format(time(Static.SettlCycle),'yyyyMMdd')}",36000,0,1,ST,CPAR2,,1,SGEAPI,4,@{Static.Prefix}0005,FixedIncomeAPI,20,0,0,0
